时间段名称,时间段描述,市场类型,开始日期,结束日期,持续月数,权重配置,国债权重,红利权重,黄金权重,纳斯达克权重,总收益率(%),年化收益率(%),最大回撤(%),回补时间(天),夏普比率,最终价值(元),总投入(元),再平衡次数,波动率(%)
震荡市,2023-2024年震荡市,熊市,2023-01-01,2024-10-31,22,超保守配置,0.6,0.15,0.15,0.1,22.99,12.0,-2.55,51.0,2.343,122992.54,100000,2,4.27
震荡市,2023-2024年震荡市,熊市,2023-01-01,2024-10-31,22,纯红利配置(无国债),0.0,1.0,0.0,0.0,22.34,11.67,-14.69,19.0,0.569,122339.95,100000,2,16.99
震荡市,2023-2024年震荡市,熊市,2023-01-01,2024-10-31,22,纯黄金配置(无国债),0.0,0.0,1.0,0.0,53.07,26.26,-5.64,36.0,2.082,153073.14,100000,2,11.65
震荡市,2023-2024年震荡市,熊市,2023-01-01,2024-10-31,22,纯纳斯达克配置(无国债),0.0,0.0,0.0,1.0,82.88,39.17,-17.92,,1.856,182878.6,100000,2,20.03
震荡市,2023-2024年震荡市,熊市,2023-01-01,2024-10-31,22,红利+黄金均衡(无国债),0.0,0.5,0.5,0.0,37.31,18.96,-6.98,86.0,1.556,137310.46,100000,2,10.9
震荡市,2023-2024年震荡市,熊市,2023-01-01,2024-10-31,22,红利+纳斯达克(无国债),0.0,0.5,0.0,0.5,51.78,25.67,-12.39,,1.773,151783.18,100000,2,13.35
震荡市,2023-2024年震荡市,熊市,2023-01-01,2024-10-31,22,黄金+纳斯达克(无国债),0.0,0.0,0.5,0.5,68.92,33.25,-9.73,71.0,2.54,168919.85,100000,2,12.31
震荡市,2023-2024年震荡市,熊市,2023-01-01,2024-10-31,22,低红利均衡(无国债),0.0,0.4,0.3,0.3,49.48,24.62,-8.11,56.0,2.172,149479.28,100000,2,10.42
震荡市,2023-2024年震荡市,熊市,2023-01-01,2024-10-31,22,低黄金均衡(无国债),0.0,0.3,0.4,0.3,52.76,26.12,-7.52,56.0,2.418,152764.51,100000,2,9.97
震荡市,2023-2024年震荡市,熊市,2023-01-01,2024-10-31,22,低纳斯达克均衡(无国债),0.0,0.3,0.3,0.4,55.69,27.43,-9.36,72.0,2.339,155693.17,100000,2,10.88
震荡市,2023-2024年震荡市,熊市,2023-01-01,2024-10-31,22,三资产均衡(无国债),0.0,0.33,0.33,0.34,52.95,26.2,-8.44,56.0,2.329,152949.58,100000,2,10.39
震荡市,2023-2024年震荡市,熊市,2023-01-01,2024-10-31,22,红利主导(无国债),0.0,0.6,0.2,0.2,40.16,20.31,-9.42,19.0,1.579,140162.44,100000,2,11.59
震荡市,2023-2024年震荡市,熊市,2023-01-01,2024-10-31,22,高红利配置(无国债),0.0,0.7,0.15,0.15,35.61,18.15,-10.2,19.0,1.277,135605.46,100000,2,12.64
震荡市,2023-2024年震荡市,熊市,2023-01-01,2024-10-31,22,超高红利(无国债),0.0,0.8,0.1,0.1,31.12,15.99,-11.19,19.0,1.005,131115.3,100000,2,13.92
震荡市,2023-2024年震荡市,熊市,2023-01-01,2024-10-31,22,黄金主导(无国债),0.0,0.2,0.6,0.2,53.02,26.23,-6.26,52.0,2.552,153021.85,100000,2,9.5
震荡市,2023-2024年震荡市,熊市,2023-01-01,2024-10-31,22,高黄金配置(无国债),0.0,0.15,0.7,0.15,53.09,26.26,-5.71,49.0,2.51,153092.64,100000,2,9.67
震荡市,2023-2024年震荡市,熊市,2023-01-01,2024-10-31,22,超高黄金(无国债),0.0,0.1,0.8,0.1,53.12,26.28,-5.3,48.0,2.404,153124.79,100000,2,10.1
震荡市,2023-2024年震荡市,熊市,2023-01-01,2024-10-31,22,纳斯达克主导(无国债),0.0,0.2,0.2,0.6,64.81,31.47,-12.34,,2.214,164805.57,100000,2,13.31
震荡市,2023-2024年震荡市,熊市,2023-01-01,2024-10-31,22,高纳斯达克配置(无国债),0.0,0.15,0.15,0.7,69.34,33.44,-13.78,,2.119,169342.79,100000,2,14.84
震荡市,2023-2024年震荡市,熊市,2023-01-01,2024-10-31,22,超高纳斯达克(无国债),0.0,0.1,0.1,0.8,73.87,35.38,-15.19,,2.024,173867.37,100000,2,16.49
震荡市,2023-2024年震荡市,熊市,2023-01-01,2024-10-31,22,激进成长(无国债),0.0,0.25,0.25,0.5,60.26,29.47,-10.86,86.0,2.296,160255.7,100000,2,11.96
震荡市,2023-2024年震荡市,熊市,2023-01-01,2024-10-31,22,超级成长(无国债),0.0,0.2,0.2,0.6,64.81,31.47,-12.34,,2.214,164805.57,100000,2,13.31
震荡市,2023-2024年震荡市,熊市,2023-01-01,2024-10-31,22,极端成长(无国债),0.0,0.15,0.15,0.7,69.34,33.44,-13.78,,2.119,169342.79,100000,2,14.84
完整周期,2016-2020年完整市场周期,完整周期,2016-01-01,2020-12-31,60,等权重配置,0.25,0.25,0.25,0.25,63.44,10.34,-12.04,101.0,0.851,163438.11,100000,5,9.8
完整周期,2016-2020年完整市场周期,完整周期,2016-01-01,2020-12-31,60,偏债券配置,0.4,0.3,0.15,0.15,43.67,7.53,-9.7,158.0,0.629,143668.51,100000,5,8.79
完整周期,2016-2020年完整市场周期,完整周期,2016-01-01,2020-12-31,60,偏红利配置,0.2,0.4,0.2,0.2,55.23,9.21,-13.11,161.0,0.613,155232.54,100000,5,11.76
完整周期,2016-2020年完整市场周期,完整周期,2016-01-01,2020-12-31,60,偏纳斯达克配置,0.15,0.25,0.1,0.5,91.12,13.86,-18.82,120.0,0.812,191117.53,100000,5,14.6
完整周期,2016-2020年完整市场周期,完整周期,2016-01-01,2020-12-31,60,偏黄金配置,0.1,0.2,0.6,0.1,64.44,10.48,-11.03,52.0,0.882,164439.78,100000,5,9.61
完整周期,2016-2020年完整市场周期,完整周期,2016-01-01,2020-12-31,60,高债券配置,0.5,0.2,0.2,0.1,38.36,6.72,-6.57,37.0,0.751,138358.06,100000,5,6.29
完整周期,2016-2020年完整市场周期,完整周期,2016-01-01,2020-12-31,60,高股票配置,0.05,0.35,0.1,0.5,92.55,14.03,-20.03,112.0,0.739,192547.88,100000,5,16.28
完整周期,2016-2020年完整市场周期,完整周期,2016-01-01,2020-12-31,60,低黄金配置,0.3,0.35,0.05,0.3,58.56,9.68,-13.89,105.0,0.619,158559.38,100000,5,12.41
完整周期,2016-2020年完整市场周期,完整周期,2016-01-01,2020-12-31,60,均衡偏商品配置,0.2,0.3,0.3,0.2,60.45,9.94,-11.28,100.0,0.789,160448.25,100000,5,10.05
完整周期,2016-2020年完整市场周期,完整周期,2016-01-01,2020-12-31,60,保守股票配置,0.35,0.35,0.15,0.15,44.45,7.65,-11.25,165.0,0.574,144453.42,100000,5,9.84
完整周期,2016-2020年完整市场周期,完整周期,2016-01-01,2020-12-31,60,激进配置,0.1,0.45,0.05,0.4,74.35,11.78,-18.16,105.0,0.6,174351.87,100000,5,16.31
完整周期,2016-2020年完整市场周期,完整周期,2016-01-01,2020-12-31,60,超保守配置,0.6,0.15,0.15,0.1,34.32,6.09,-5.39,39.0,0.789,134323.34,100000,5,5.19
完整周期,2016-2020年完整市场周期,完整周期,2016-01-01,2020-12-31,60,纯红利配置(无国债),0.0,1.0,0.0,0.0,21.6,4.0,-31.9,,0.081,121604.93,100000,5,24.64
完整周期,2016-2020年完整市场周期,完整周期,2016-01-01,2020-12-31,60,纯黄金配置(无国债),0.0,0.0,1.0,0.0,72.09,11.49,-17.13,,0.715,172087.42,100000,5,13.28
完整周期,2016-2020年完整市场周期,完整周期,2016-01-01,2020-12-31,60,纯纳斯达克配置(无国债),0.0,0.0,0.0,1.0,170.63,22.08,-28.49,156.0,0.908,270627.21,100000,5,22.11
完整周期,2016-2020年完整市场周期,完整周期,2016-01-01,2020-12-31,60,红利+黄金均衡(无国债),0.0,0.5,0.5,0.0,48.57,8.26,-18.07,234.0,0.481,148571.8,100000,5,13.02
完整周期,2016-2020年完整市场周期,完整周期,2016-01-01,2020-12-31,60,红利+纳斯达克(无国债),0.0,0.5,0.0,0.5,86.34,13.28,-21.44,112.0,0.584,186343.12,100000,5,19.32
完整周期,2016-2020年完整市场周期,完整周期,2016-01-01,2020-12-31,60,黄金+纳斯达克(无国债),0.0,0.0,0.5,0.5,118.44,16.95,-18.02,98.0,1.185,218440.56,100000,5,12.62
完整周期,2016-2020年完整市场周期,完整周期,2016-01-01,2020-12-31,60,低红利均衡(无国债),0.0,0.4,0.3,0.3,76.79,12.09,-15.69,102.0,0.742,176790.82,100000,5,13.61
完整周期,2016-2020年完整市场周期,完整周期,2016-01-01,2020-12-31,60,低黄金均衡(无国债),0.0,0.3,0.4,0.3,82.69,12.83,-14.92,100.0,0.894,182690.31,100000,5,12.12
完整周期,2016-2020年完整市场周期,完整周期,2016-01-01,2020-12-31,60,低纳斯达克均衡(无国债),0.0,0.3,0.3,0.4,91.13,13.86,-17.45,105.0,0.873,191127.65,100000,5,13.58
完整周期,2016-2020年完整市场周期,完整周期,2016-01-01,2020-12-31,60,三资产均衡(无国债),0.0,0.33,0.33,0.34,84.25,13.03,-16.18,102.0,0.843,184247.69,100000,5,13.07
完整周期,2016-2020年完整市场周期,完整周期,2016-01-01,2020-12-31,60,红利主导(无国债),0.0,0.6,0.2,0.2,57.32,9.5,-19.92,91.0,0.462,157324.85,100000,5,16.25
完整周期,2016-2020年完整市场周期,完整周期,2016-01-01,2020-12-31,60,高红利配置(无国债),0.0,0.7,0.15,0.15,47.98,8.17,-22.92,364.0,0.343,147978.19,100000,5,18.0
完整周期,2016-2020年完整市场周期,完整周期,2016-01-01,2020-12-31,60,超高红利(无国债),0.0,0.8,0.1,0.1,38.9,6.81,-25.84,582.0,0.24,138903.68,100000,5,19.99
完整周期,2016-2020年完整市场周期,完整周期,2016-01-01,2020-12-31,60,黄金主导(无国债),0.0,0.2,0.6,0.2,79.82,12.48,-12.4,46.0,0.994,179821.17,100000,5,10.54
完整周期,2016-2020年完整市场周期,完整周期,2016-01-01,2020-12-31,60,高黄金配置(无国债),0.0,0.15,0.7,0.15,78.13,12.26,-12.43,52.0,0.976,178135.0,100000,5,10.52
完整周期,2016-2020年完整市场周期,完整周期,2016-01-01,2020-12-31,60,超高黄金(无国债),0.0,0.1,0.8,0.1,76.28,12.03,-12.59,,0.91,176280.18,100000,5,11.02
完整周期,2016-2020年完整市场周期,完整周期,2016-01-01,2020-12-31,60,纳斯达克主导(无国债),0.0,0.2,0.2,0.6,115.41,16.62,-21.38,120.0,0.919,215410.64,100000,5,15.91
完整周期,2016-2020年完整市场周期,完整周期,2016-01-01,2020-12-31,60,高纳斯达克配置(无国债),0.0,0.15,0.15,0.7,128.36,17.99,-23.18,137.0,0.922,228359.16,100000,5,17.34
完整周期,2016-2020年完整市场周期,完整周期,2016-01-01,2020-12-31,60,超高纳斯达克(无国债),0.0,0.1,0.1,0.8,141.87,19.36,-24.95,153.0,0.92,241867.09,100000,5,18.87
完整周期,2016-2020年完整市场周期,完整周期,2016-01-01,2020-12-31,60,激进成长(无国债),0.0,0.25,0.25,0.5,103.01,15.24,-19.48,108.0,0.905,203005.42,100000,5,14.64
完整周期,2016-2020年完整市场周期,完整周期,2016-01-01,2020-12-31,60,超级成长(无国债),0.0,0.2,0.2,0.6,115.41,16.62,-21.38,120.0,0.919,215410.64,100000,5,15.91
完整周期,2016-2020年完整市场周期,完整周期,2016-01-01,2020-12-31,60,极端成长(无国债),0.0,0.15,0.15,0.7,128.36,17.99,-23.18,137.0,0.922,228359.16,100000,5,17.34
疫情特殊期,2020-2021年疫情特殊期,特殊期,2020-01-01,2021-12-31,24,等权重配置,0.25,0.25,0.25,0.25,22.44,10.68,-12.02,101.0,0.744,122439.55,100000,2,11.67
疫情特殊期,2020-2021年疫情特殊期,特殊期,2020-01-01,2021-12-31,24,偏债券配置,0.4,0.3,0.15,0.15,16.63,8.01,-8.85,101.0,0.622,116632.05,100000,2,9.66
疫情特殊期,2020-2021年疫情特殊期,特殊期,2020-01-01,2021-12-31,24,偏红利配置,0.2,0.4,0.2,0.2,20.39,9.74,-12.03,102.0,0.595,120386.7,100000,2,13.02
疫情特殊期,2020-2021年疫情特殊期,特殊期,2020-01-01,2021-12-31,24,偏纳斯达克配置,0.15,0.25,0.1,0.5,37.15,17.15,-18.81,120.0,0.858,137146.76,100000,2,17.66
疫情特殊期,2020-2021年疫情特殊期,特殊期,2020-01-01,2021-12-31,24,偏黄金配置,0.1,0.2,0.6,0.1,14.33,6.94,-11.76,,0.421,114325.42,100000,2,11.74
疫情特殊期,2020-2021年疫情特殊期,特殊期,2020-01-01,2021-12-31,24,高债券配置,0.5,0.2,0.2,0.1,13.26,6.44,-6.55,37.0,0.625,113261.79,100000,2,7.1
疫情特殊期,2020-2021年疫情特殊期,特殊期,2020-01-01,2021-12-31,24,高股票配置,0.05,0.35,0.1,0.5,37.9,17.47,-20.03,112.0,0.807,137900.17,100000,2,19.17
疫情特殊期,2020-2021年疫情特殊期,特殊期,2020-01-01,2021-12-31,24,低黄金配置,0.3,0.35,0.05,0.3,25.47,12.04,-13.87,105.0,0.723,125468.11,100000,2,13.89
疫情特殊期,2020-2021年疫情特殊期,特殊期,2020-01-01,2021-12-31,24,均衡偏商品配置,0.2,0.3,0.3,0.2,20.01,9.57,-11.26,100.0,0.646,120007.96,100000,2,11.72
疫情特殊期,2020-2021年疫情特殊期,特殊期,2020-01-01,2021-12-31,24,保守股票配置,0.35,0.35,0.15,0.15,16.96,8.17,-9.69,102.0,0.578,116964.8,100000,2,10.68
疫情特殊期,2020-2021年疫情特殊期,特殊期,2020-01-01,2021-12-31,24,激进配置,0.1,0.45,0.05,0.4,32.25,15.03,-18.16,105.0,0.714,132253.68,100000,2,18.26
疫情特殊期,2020-2021年疫情特殊期,特殊期,2020-01-01,2021-12-31,24,超保守配置,0.6,0.15,0.15,0.1,12.77,6.21,-5.37,39.0,0.718,112772.23,100000,2,5.86
疫情特殊期,2020-2021年疫情特殊期,特殊期,2020-01-01,2021-12-31,24,纯红利配置(无国债),0.0,1.0,0.0,0.0,11.68,5.69,-22.43,,0.156,111683.43,100000,2,23.63
疫情特殊期,2020-2021年疫情特殊期,特殊期,2020-01-01,2021-12-31,24,纯黄金配置(无国债),0.0,0.0,1.0,0.0,7.96,3.91,-20.47,,0.12,107960.86,100000,2,15.94
疫情特殊期,2020-2021年疫情特殊期,特殊期,2020-01-01,2021-12-31,24,纯纳斯达克配置(无国债),0.0,0.0,0.0,1.0,67.49,29.49,-28.49,156.0,0.982,167488.76,100000,2,27.98
疫情特殊期,2020-2021年疫情特殊期,特殊期,2020-01-01,2021-12-31,24,红利+黄金均衡(无国债),0.0,0.5,0.5,0.0,10.52,5.14,-13.26,,0.215,110522.37,100000,2,14.64
疫情特殊期,2020-2021年疫情特殊期,特殊期,2020-01-01,2021-12-31,24,红利+纳斯达克(无国债),0.0,0.5,0.0,0.5,38.67,17.8,-21.46,112.0,0.73,138666.33,100000,2,21.64
疫情特殊期,2020-2021年疫情特殊期,特殊期,2020-01-01,2021-12-31,24,黄金+纳斯达克(无国债),0.0,0.0,0.5,0.5,36.12,16.71,-18.42,,0.88,136122.58,100000,2,16.71
疫情特殊期,2020-2021年疫情特殊期,特殊期,2020-01-01,2021-12-31,24,低红利均衡(无国债),0.0,0.4,0.3,0.3,26.63,12.56,-15.67,102.0,0.669,126634.34,100000,2,15.78
疫情特殊期,2020-2021年疫情特殊期,特殊期,2020-01-01,2021-12-31,24,低黄金均衡(无国债),0.0,0.3,0.4,0.3,26.18,12.36,-14.9,100.0,0.705,126179.17,100000,2,14.68
疫情特殊期,2020-2021年疫情特殊期,特殊期,2020-01-01,2021-12-31,24,低纳斯达克均衡(无国债),0.0,0.3,0.3,0.4,31.94,14.9,-17.44,105.0,0.784,131937.47,100000,2,16.45
疫情特殊期,2020-2021年疫情特殊期,特殊期,2020-01-01,2021-12-31,24,三资产均衡(无国债),0.0,0.33,0.33,0.34,28.61,13.44,-16.16,102.0,0.731,128609.53,100000,2,15.64
疫情特殊期,2020-2021年疫情特殊期,特殊期,2020-01-01,2021-12-31,24,红利主导(无国债),0.0,0.6,0.2,0.2,21.74,10.36,-15.88,105.0,0.483,121742.8,100000,2,17.32
疫情特殊期,2020-2021年疫情特殊期,特殊期,2020-01-01,2021-12-31,24,高红利配置(无国债),0.0,0.7,0.15,0.15,19.26,9.23,-17.44,105.0,0.39,119262.93,100000,2,18.54
疫情特殊期,2020-2021年疫情特殊期,特殊期,2020-01-01,2021-12-31,24,超高红利(无国债),0.0,0.8,0.1,0.1,16.76,8.07,-19.04,105.0,0.303,116759.75,100000,2,20.01
疫情特殊期,2020-2021年疫情特殊期,特殊期,2020-01-01,2021-12-31,24,黄金主导(无国债),0.0,0.2,0.6,0.2,20.04,9.58,-13.58,,0.577,120036.45,100000,2,13.14
疫情特殊期,2020-2021年疫情特殊期,特殊期,2020-01-01,2021-12-31,24,高黄金配置(无国债),0.0,0.15,0.7,0.15,16.99,8.18,-14.08,,0.471,116991.33,100000,2,13.12
疫情特殊期,2020-2021年疫情特殊期,特殊期,2020-01-01,2021-12-31,24,超高黄金(无国债),0.0,0.1,0.8,0.1,13.96,6.77,-15.97,,0.35,113963.7,100000,2,13.61
疫情特殊期,2020-2021年疫情特殊期,特殊期,2020-01-01,2021-12-31,24,纳斯达克主导(无国债),0.0,0.2,0.2,0.6,43.33,19.76,-21.37,120.0,0.895,143327.85,100000,2,19.86
疫情特殊期,2020-2021年疫情特殊期,特殊期,2020-01-01,2021-12-31,24,高纳斯达克配置(无国债),0.0,0.15,0.15,0.7,49.2,22.2,-23.17,137.0,0.926,149195.13,100000,2,21.8
疫情特殊期,2020-2021年疫情特殊期,特殊期,2020-01-01,2021-12-31,24,超高纳斯达克(无国债),0.0,0.1,0.1,0.8,55.18,24.63,-24.95,153.0,0.95,155177.67,100000,2,23.82
疫情特殊期,2020-2021年疫情特殊期,特殊期,2020-01-01,2021-12-31,24,激进成长(无国债),0.0,0.25,0.25,0.5,37.58,17.33,-19.46,108.0,0.849,137575.75,100000,2,18.05
疫情特殊期,2020-2021年疫情特殊期,特殊期,2020-01-01,2021-12-31,24,超级成长(无国债),0.0,0.2,0.2,0.6,43.33,19.76,-21.37,120.0,0.895,143327.85,100000,2,19.86
疫情特殊期,2020-2021年疫情特殊期,特殊期,2020-01-01,2021-12-31,24,极端成长(无国债),0.0,0.15,0.15,0.7,49.2,22.2,-23.17,137.0,0.926,149195.13,100000,2,21.8
